key,english,korean
building_research_lab_2,Research Complexes,연구 단지
building_research_lab_3,Advanced Research Complexes,첨단 연구 단지
building_research_upkeep_1,Research Supply Depot,연구 소재 공급 창고
building_resort_capital,Resort Administration,리조트 행정부
building_resort_major_capital,Resort Capital-Complex,리조트 수도 단지
building_resource_silo,Resource Silos,자원 저장고
building_robot_assembly_complex,Robot Assembly Complex,로봇 조립 단지
building_robot_assembly_plant,Robot Assembly Plants,로봇 조립 공장
building_robotics_assembly_plant,Robotics Assembly Plant,로봇 조립 공장
building_robotics_assembly_plant_2,Droid Assembly Plant,드로이드 조립 공장
building_robotics_assembly_plant_3,Synthetic Assembly Plant,합성체 조립 공장
building_royal_gardens,Royal Gardens,황실 정원
building_sacred_nexus,Sacred Nexus,신성 연결체
building_sacrificial_temple_1,Sacrificial Temple,희생의 신전
building_sacrificial_temple_2,Grim Holotemple,음산한 홀로그램 신전
building_sanctuary_of_toil,Sanctuary of Toil,노역의 안식처
building_sensorium_1,Sensorium Site,감지 기지
building_sensorium_2,Sensorium Center,감지 센터
building_sensorium_3,Sensorium Complex,감지 복합 단지
building_sentinel_posts,Sentinel Posts,감시 기지
building_shroud_observatory_1,Shroud Observation Tower,장막 관측 탑
building_shroud_observatory_2,Shroud Observatory,장막 관측소
building_shroud_observatory_3,Shroud Observation Complex,장막 관측 단지
building_simulation_1,Simulation Site,시뮬레이션 구역
building_simulation_2,Simulation Center,시뮬레이션 센터
building_simulation_3,Simulation Complex,시뮬레이션 단지
building_singularity_core,Singularity Core,특이점 코어
building_slave_capital,Governor's Palace,총독궁
building_slave_huts,Slave Huts,노예 오두막
building_slave_major_capital,Governor's Estates,총독 영지
building_slave_processing,Slave Processing Facility,노예화 시설
building_smuggling_rings,Smuggler's Port,밀수자의 항구
building_solarpunk_organic_paradise,Hanging Cities,매달린 도시
building_solarpunk_ranger_lodge,Nature Preserve Lodge,자연 보호 오두막
building_solarpunk_sapling,Grand Sapling,거대 묘목
building_spare_parts_depot,Spare Parts Depot,예비 부품 창고
building_spawning_pool,Spawning Pools,산란장
building_state_academy,State Academy,국립 학교
building_stellarite_trophy,Stellar Devourer Trophy,항성 포식자 기념물
building_stone_palace,Stone Palaces,석재 궁전
building_storm_attraction_center,Storm Attraction Center,폭풍 유인 센터
building_storm_grand_theater,Storm Grand Theater,폭풍 대극장
building_storm_holo_theater,Storm Holo Hall,폭풍 홀로그램 전당
building_storm_repellent_center,Storm Repulsion Center,폭풍 차단 센터
building_storm_resistant_production,Storm Relief Center,폭풍 구호 센터
building_storm_summoning_theater,Storm Summoning Theater,폭풍 소환 극장
building_stronghold,Stronghold,주둔지
building_subterranean_cache,Subterranean Cache,지하 매장지
building_subversive_shrine,Subversive Shrine,전복의 사원
building_supercomputer,Planetary Supercomputer,행성 슈퍼컴퓨터
building_symbol_purity,Symbol of Purity,순수의 상징
building_symbol_unity,Symbol of Unity,통합의 상징
building_syndicate_outreach_office,Syndicate Front Corporations,범죄 집단 위장 기업
building_system_capital,System Capital-Complex,성계 수도 복합 단지
building_system_capital_wilderness,Planetary Root Nexus,행성 뿌리 연결체
building_system_conflux,System Conflux,시스템 합류소
building_temple,Temple,신전
building_temple_of_prosperity,Temple of Prosperity,번영의 신전
building_tendril_cradle_1,Tendril Cradle,덩굴 요람
building_tendril_cradle_2,Threaded Span,광활한 덩굴망
building_tendril_cradle_3,Conveyroot Nest,운반뿌리 둥지
building_tendril_cradle_4,Planetary Threadheart,행성 줄심장
building_the_sanctum_of_augmentation,Sanctum of Augmentation,증강의 성소
building_the_zone,Zone A,A 구역
building_toxic_bath,Mutagenic Spas,변이 유발 스파
building_toxic_bath_hive,Mutagenic Permutation Pool,변이 유발 치환 웅덩이
building_toxic_bath_machine,Hyper Lubrication Basin,초윤활제 욕조
building_toy_factory,Alien Toy Factory,외계인 장난감 공장
building_transcendental_retreat,Genomic Services Center,유전체 서비스 센터
building_trophy_vault,Creativity Exhibition Vault,창의력 전시장
building_underground_chemists,Concealed Drug Labs,비밀 마약 실험실
building_underground_clubs,Underground Clubs,지하 클럽
building_unit_assembly_plant,Unit Assembly Plant,유닛 조립 공장
building_uplink_node,Uplink Node,업링크 노드
building_uplink_node_plural,Uplink Nodes,업링크 노드
building_urban_dwellings,Urban Dwellings,도시 거주소
building_vault,Underground Vault,지하 방공호
building_virtual_combat_arena,Virtual Combat Arena,가상 투기장
building_virtual_entertainment_studios,Virtual Entertainment Studios,가상 엔터테인먼트 스튜디오
building_visitor_center,Visitor Center,관광 안내소
building_volcanic_forge_2,Volcanic Foundry,화산 주조소
building_war_factory,War Factory,군수 공장
building_waste_reprocessing_center,Waste Reprocessing Center,폐기물 재처리 센터
building_wildcat_miners,Wildcat Mining Operations,비인가 채굴 기지
building_worm_farm,Loop-Plowed Farm,순환 경작 농장
building_worm_mine,Spiral-Hewn Mine,나선형 광산
building_wrecking_yards,Wrecking Yards,고철 처리장
building_xeno_tourism_agency,Xeno-Outreach Agency,외계 지원 대행사
building_xeno_zoo,Alien Zoo,외계종 동물원
building_xeno_zoo_plural,Alien Zoos,외계종 동물원
building_xenology_center,Xenology Center,외계학 연구소
building_zanaam_obelisk,Obelisk of Zanaam,자남의 오벨리스크
building_zroni_equilibrator,Zroni Equilibrator,즈로니 안정 장치
building_zroni_equilibrator_plural,Zroni Equilibrators,즈로니 안정 장치
civic_agrarian_idyll,Agrarian Idyll,목가적 농경 사회
civic_anarcho_tribalism,Anarcho-Tribalism,무정부 부족 제도
civic_ancient_machine_intelligence,Ancient Machine Intelligence,고대의 기계 지능
civic_ancient_preservers,Ancient Preservers,고대의 보호자
civic_anglers,Anglers,낚시꾼
civic_antediluvian_mind,Elder Mind,연로한 의식
civic_aristocratic_elite,Aristocratic Elite,귀족 엘리트
civic_artist_collective,Artist Collective,예술가 집단
civic_ascensionists,Ascensionists,승격 지상주의
civic_astrometeorology,Astrometeorology,우주 기상학
civic_astrometeorology_hive,Climate Modeling,기후 모형 분석
civic_astrometeorology_megacorp,Weather Exploitation,기상 활용
civic_atmospheric_pollution,Atmospheric Pollution,대기 오염
civic_augmentation_bazaars,Augmentation Bazaars,증강물 시장
civic_awakened_machine,Reactivated Custodian Matrix,재활성화된 관리인 매트릭스
civic_barbaric_despoilers,Barbaric Despoilers,야만적 약탈자
civic_beacon_of_liberty,Beacon of Liberty,자유의 등대
civic_beastmasters,Beastmasters,비스트마스터
civic_brand_loyalty,Brand Loyalty,브랜드 충성도
civic_byzantine_bureaucracy,Byzantine Bureaucracy,복잡한 관료제
civic_caravaneer_fleet1,Orlan Topless Pyramid,오를란의 꼭대기 없는 피라미드
civic_caravaneer_fleet2,Mercantile Priesthood,상인 사제
civic_caravaneer_fleet3,Absolute Commodifiers,절대적 상품화
civic_catalytic_processing,Catalytic Processing,촉매 가공
civic_chosen,Chosen,선택받은 사회
civic_citizen_service,Citizen Service,시민의 의무
civic_civil_education,Civil Education,시민 교육
civic_corporate_anglers,Trawling Operations,저인망 사업
civic_corporate_ascensionists,Gigacorp,초거대 기업
civic_corporate_beastmasters,Space Ranchers,우주 목축업자
civic_corporate_catalytic_processing,Catalytic Recyclers,촉매 재활용 장치
civic_corporate_chosen,Chosen Executives,선택받은 경영진
civic_corporate_crafters,Mastercraft Inc.,주식회사 명장
civic_corporate_crowdsourcing,Decentralized R&D,탈중앙 R&D
civic_corporate_dark_consortium,Shadow Corporation,그림자 기업
civic_corporate_dimensional_worship,Dimensional Enterprise,차원 기업
civic_corporate_dominion,Corporate Dominion,기업 통치
civic_corporate_galactic_curators,Antiquarian Expertise,골동품의 대가
civic_corporate_galvanic_symbiosis,Biometallic Cartel,생체 금속 카르텔
civic_corporate_genetic_identification,Sequenced Securities,염기 서열 보안
civic_corporate_guided_sapience,Astrogenesis Technologies,우주 종족 창조 기술
civic_corporate_hedonism,Corporate Hedonism,기업 쾌락주의
civic_corporate_hyperspace_specialty,Hyperspace Trade,초공간 무역
civic_corporate_machine_anglers,Maritime Robotics,해양 로봇
civic_corporate_relentless_industrialists,Shareholder Values,주주 가치
civic_corporate_scavengers,Refurbishment Division,재정비 부서
civic_corporate_sovereign_guardianship,Corporate Protectorate,기업 보호국
civic_corporate_superstitious_beliefs,Fortune Enterprise,운세 컨설팅
civic_corporate_toxic_baths,Mutagenic Luxury,변이 유발 호화 서비스
civic_corporate_toxic_baths_individual_machine,Luxury Lubrication Pools,호화 윤활 웅덩이
civic_corporate_world_forgers,Planetary Architects,행성 건축가
civic_corvee_system,Corvée System,부역제
civic_crafters,Masterful Crafters,공예의 대가
civic_criminal_heritage,Criminal Heritage,범죄 유산
civic_crowdsourcing,Crowdsourcing,크라우드소싱
civic_crusader_spirit,Crusader Spirit,십자군 정신
civic_crusader_spirit_corporate,Letters of Marque,나포 면허장
civic_custodian_directives,Custodian Matrix,관리인 매트릭스
civic_cutthroat_politics,Cutthroat Politics,냉혹한 정계
civic_dark_consortium,Dark Consortium,암흑 컨소시엄
civic_death_cult,Death Cult,죽음 숭배
civic_death_cult_corporate,Corporate Death Cult,기업 죽음 숭배
civic_diadochi,Diadochus,디아도쿠스
civic_dimensional_worship,Dimensional Worship,차원 숭배
civic_diplomatic_corps,Diplomatic Corps,외교단
civic_distinguished_admiralty,Distinguished Admiralty,위엄 넘치는 해군 본부
civic_dystopian_society,Oppressive Autocracy,억압적 전제정
civic_eager_explorers,Eager Explorers,열성적인 탐험가
civic_efficient_bureaucracy,Efficient Bureaucracy,효율적 관료제
civic_empire_in_decline,Empire in Decline,쇠퇴하는 제국
civic_entropy_drinkers,Entropy Drinkers,엔트로피 섭취자
civic_entropy_drinkers_corporate,Corporate Vampires,착취 기업
civic_entropy_drinkers_hive_mind,Parasitic Caste,기생형 신분제
civic_entropy_drinkers_machine,Energy Extractors,에너지 추출기
civic_environmental_architects,Planetscapers,행성 조경사
civic_environmental_architects_hive,Cultivation Drones,재배 드론
civic_environmental_architects_machine,Gardening Protocols,정원 프로토콜
civic_environmental_architects_megacorp,Geo-Engineering Inc.,지질 공학 주식회사
civic_environmentalist,Environmentalist,환경주의자
civic_exalted_priesthood,Exalted Priesthood,고위 사제단
civic_fanatic_purifiers,Fanatic Purifiers,광적인 정화자
civic_feudal_realm,Feudal Society,봉건 사회
civic_final_defense_protocols,Final Defense Directives,최종 방어 지시
civic_flat_world_theory,Flat World Theory,행성 평면설
civic_fragmented_command,Fragmented Command,파편화된 명령
civic_franchising,Franchising,가맹업
civic_free_haven,Free Haven,자유로운 피난처
civic_free_traders,Free Traders,자유 무역상
civic_functional_architecture,Functional Architecture,실용적 건축
civic_galactic_curators,Galactic Curators,은하 큐레이터
civic_galactic_sovereign,Galactic Sovereign,은하 통치국
civic_galactic_sovereign_megacorp,Corporate Sovereign,기업 총수국
civic_galvanic_empire,Galvanic Empire,갈바닉 제국
civic_galvanic_symbiosis,Galvanic Synthesis,갈바닉 합성
civic_genetic_identification,Genetic Identification,유전자 식별
civic_great_khans_legacy,Great Khan's Legacy,그레이트 칸의 유산
civic_great_khans_vision,Great Khan's Vision,그레이트 칸의 시야
civic_guided_sapience,Genesis Guides,창조의 인도자
civic_heroic_tales,Heroic Past,영웅적인 과거
civic_hive_aerospace_adaptation,Aerospace Adaptation,공중 적응
civic_hive_ascensionists,Elevational Contemplations,발전적 명상
civic_hive_ascetic,Ascetic,금욕
civic_hive_beastmasters,Wild Swarm,야생 무리
civic_hive_bodysnatcher,Bodysnatcher,신체 강탈자
civic_hive_bodysnatcher_secondary_species,Imposters,사칭꾼
civic_hive_burgeoning_nodes,Burgeoning Nodes,발전하는 노드
civic_hive_catalytic_processing,Organic Reprocessing,유기체 재처리
civic_hive_centralized_consciousness,Centralized Consciousness,중앙화된 의식
civic_hive_chosen,Chosen Many,선택받은 집단
